Department,Course Number,Course Name,Request Type,Grade,StudentNumber
Social Studies,745,AP Microeconomics,R,12,2230018
Social Studies,745,AP Microeconomics,R,12,2230823
Social Studies,745,AP Microeconomics,R,12,2230825
Social Studies,745,AP Microeconomics,R,12,2230829
Social Studies,745,AP Microeconomics,R,12,2231029
Social Studies,745,AP Microeconomics,R,12,2230844
Social Studies,745,AP Microeconomics,R,12,2230856
Social Studies,745,AP Microeconomics,R,12,2230859
Social Studies,745,AP Microeconomics,R,12,2230865
Social Studies,746,Psychology,R,12,2230019
Social Studies,746,Psychology,R,12,2231026
Social Studies,746,Psychology,R,10,2250087
Social Studies,746,Psychology,R,11,2240033
Social Studies,746,Psychology,R,12,2230033
Social Studies,746,Psychology,E,12,2230036
Social Studies,746,Psychology,R,12,2231019
Social Studies,746,Psychology,R,12,2231057
Social Studies,746,Psychology,E,12,2230066
Social Studies,746,Psychology,R,10,2250071
Social Studies,746,Psychology,R,10,2250904
Social Studies,746,Psychology,E,12,2230088
Social Studies,746,Psychology,R,11,4240037
Social Studies,746,Psychology,R,10,2251041
Social Studies,746,Psychology,E,12,4230110
Social Studies,746,Psychology,E,10,2251081
Social Studies,746,Psychology,R,11,2240122
Social Studies,746,Psychology,R,12,2230106
Social Studies,746,Psychology,R,11,2240127
Social Studies,746,Psychology,R,10,2250126
Social Studies,746,Psychology,R,10,2250129
Social Studies,746,Psychology,R,10,2250142
Social Studies,746,Psychology,R,10,2250155
Social Studies,746,Psychology,E,10,2250166
Social Studies,746,Psychology,R,10,2250168
Social Studies,746,Psychology,E,12,2230150
Social Studies,746,Psychology,R,10,2250185
Social Studies,746,Psychology,R,12,2230126
Social Studies,746,Psychology,E,12,2230167
Social Studies,746,Psychology,R,11,2240214
Social Studies,746,Psychology,E,12,2230177
Social Studies,746,Psychology,R,10,2250201
Social Studies,746,Psychology,E,12,2231072
Social Studies,746,Psychology,R,10,2250212
Social Studies,746,Psychology,R,10,2250215
Social Studies,746,Psychology,R,12,2230192
Social Studies,746,Psychology,R,12,4230220
Social Studies,746,Psychology,R,10,2250230
Social Studies,746,Psychology,E,11,2240248
Social Studies,746,Psychology,R,10,2250241
Social Studies,746,Psychology,R,10,2250251
Social Studies,746,Psychology,E,11,2240262
Social Studies,746,Psychology,R,10,2250260
Social Studies,746,Psychology,R,11,4240058
Social Studies,746,Psychology,R,10,4250999
Social Studies,746,Psychology,E,12,2230240
Social Studies,746,Psychology,R,12,2230251
Social Studies,746,Psychology,R,12,2230255
Social Studies,746,Psychology,R,12,2230257
Social Studies,746,Psychology,R,11,2240289
Social Studies,746,Psychology,R,10,2250289
Social Studies,746,Psychology,E,12,2230280
Social Studies,746,Psychology,R,12,2230283
Social Studies,746,Psychology,R,11,2240316
Social Studies,746,Psychology,R,12,2230291
Social Studies,746,Psychology,R,10,2250310
Social Studies,746,Psychology,R,11,2240323
Social Studies,746,Psychology,R,10,2250324
Social Studies,746,Psychology,R,12,2230978
Social Studies,746,Psychology,E,10,2251033
Social Studies,746,Psychology,R,12,2230310
Social Studies,746,Psychology,E,12,2230318
Social Studies,746,Psychology,R,12,2230321
Social Studies,746,Psychology,R,11,2240354
Social Studies,746,Psychology,R,11,2240335
Social Studies,746,Psychology,R,10,2250357
Social Studies,746,Psychology,R,10,2250360
Social Studies,746,Psychology,E,12,2230350
Social Studies,746,Psychology,E,10,2250363
Social Studies,746,Psychology,R,10,2250960
Social Studies,746,Psychology,R,12,2230914
Social Studies,746,Psychology,E,12,2231080
Social Studies,746,Psychology,R,12,2230363
Social Studies,746,Psychology,R,10,4250198
Social Studies,746,Psychology,R,10,2250380
Social Studies,746,Psychology,E,10,2251004
Social Studies,746,Psychology,E,10,2250394
Social Studies,746,Psychology,R,10,2250407
Social Studies,746,Psychology,R,12,2231095
Social Studies,746,Psychology,R,12,2230410
Social Studies,746,Psychology,R,12,2230412
Social Studies,746,Psychology,R,10,2250425
Social Studies,746,Psychology,R,11,2240440
Social Studies,746,Psychology,R,10,4250428
Social Studies,746,Psychology,R,12,2230430
Social Studies,746,Psychology,R,11,2240445
Social Studies,746,Psychology,R,11,2240449
Social Studies,746,Psychology,E,12,2230437
Social Studies,746,Psychology,R,11,2240460
Social Studies,746,Psychology,R,10,2250443
Social Studies,746,Psychology,R,12,2230460
Social Studies,746,Psychology,E,10,2250448
Social Studies,746,Psychology,R,10,2250454
Social Studies,746,Psychology,R,10,2250459
Social Studies,746,Psychology,R,12,2230488
Social Studies,746,Psychology,E,11,2240510
Social Studies,746,Psychology,R,12,2230512
Social Studies,746,Psychology,R,12,2230520
Social Studies,746,Psychology,R,12,2230524
Social Studies,746,Psychology,R,9,2250513
Social Studies,746,Psychology,R,12,2230553
Social Studies,746,Psychology,R,10,2250996
Social Studies,746,Psychology,R,10,2250537
Social Studies,746,Psychology,E,12,2230568
Social Studies,746,Psychology,R,10,2250544
Social Studies,746,Psychology,R,12,2230572
Social Studies,746,Psychology,R,12,2230576
Social Studies,746,Psychology,R,10,2250549
Social Studies,746,Psychology,E,10,2250561
Social Studies,746,Psychology,R,11,2240581
Social Studies,746,Psychology,R,12,2241049
Social Studies,746,Psychology,R,10,2250575
Social Studies,746,Psychology,R,12,2230622
Social Studies,746,Psychology,R,10,2250590
Social Studies,746,Psychology,R,10,2250596
Social Studies,746,Psychology,R,11,2240619
Social Studies,746,Psychology,R,11,2240624
Social Studies,746,Psychology,R,10,2250633
Social Studies,746,Psychology,E,10,2250652
Social Studies,746,Psychology,R,12,2230014
Social Studies,746,Psychology,R,12,2230313
Social Studies,746,Psychology,R,12,2230961
Social Studies,746,Psychology,R,11,2240677
Social Studies,746,Psychology,E,11,2240679
Social Studies,746,Psychology,E,11,2240685
Social Studies,746,Psychology,R,10,2250674
Social Studies,746,Psychology,R,12,4230710
Social Studies,746,Psychology,R,12,4240748
Social Studies,746,Psychology,R,12,2230686
Social Studies,746,Psychology,R,12,2230689
Social Studies,746,Psychology,R,12,2231092
Social Studies,746,Psychology,E,10,2250717
Social Studies,746,Psychology,R,10,2250727
Social Studies,746,Psychology,R,12,2230015
Social Studies,746,Psychology,E,12,2230710
Social Studies,746,Psychology,R,11,2240738
Social Studies,746,Psychology,R,11,2240743
Social Studies,746,Psychology,R,12,2230722
Social Studies,746,Psychology,R,12,4230750
Social Studies,746,Psychology,R,10,2250748
Social Studies,746,Psychology,E,12,2230741
Social Studies,746,Psychology,R,12,2230742
Social Studies,746,Psychology,R,12,2230943
Social Studies,746,Psychology,R,10,2250981
Social Studies,746,Psychology,R,11,2240769
Social Studies,746,Psychology,R,10,2251150
Social Studies,746,Psychology,R,12,2230752
Social Studies,746,Psychology,R,10,2250771
Social Studies,746,Psychology,R,10,2250774
Social Studies,746,Psychology,R,12,2230780
Social Studies,746,Psychology,R,12,2231037
Social Studies,746,Psychology,R,12,4230840
Social Studies,746,Psychology,R,10,2250817
Social Studies,746,Psychology,R,10,2250834
Social Studies,746,Psychology,R,10,2250839
Social Studies,746,Psychology,R,11,2240844
Social Studies,746,Psychology,R,10,2250865
Social Studies,746,Psychology,R,10,2250872
Social Studies,746,Psychology,R,11,2240859
Social Studies,746,Psychology,E,10,2250879
Social Studies,746,Psychology,R,12,2230898
Social Studies,746,Psychology,R,12,2221167
Social Studies,746,Psychology,R,12,2231070
Social Studies,746,Psychology,R,11,2240890
Social Studies,746,Psychology,R,11,2240894
Social Studies,749,Sociology,R,12,2230019
Social Studies,749,Sociology,R,11,2240033
Social Studies,749,Sociology,R,12,2230033
Social Studies,749,Sociology,R,11,2240051
Social Studies,749,Sociology,R,12,2230112
Social Studies,749,Sociology,R,11,4240037
Social Studies,749,Sociology,R,10,2251041
Social Studies,749,Sociology,E,12,4230110
Social Studies,749,Sociology,E,10,2251081
Social Studies,749,Sociology,R,11,2240113
Social Studies,749,Sociology,E,12,2230098
Social Studies,749,Sociology,R,11,2240122
Social Studies,749,Sociology,R,11,2240127
Social Studies,749,Sociology,E,10,2250128
Social Studies,749,Sociology,R,10,2250142
Social Studies,749,Sociology,R,12,2231055
Social Studies,749,Sociology,R,10,2250155
Social Studies,749,Sociology,R,11,2240171
Social Studies,749,Sociology,E,10,2250166
Social Studies,749,Sociology,R,10,2250184
Social Studies,749,Sociology,R,12,2230126
Social Studies,749,Sociology,R,11,2240214
Social Studies,749,Sociology,E,11,2240228
Social Studies,749,Sociology,E,10,2250212
Social Studies,749,Sociology,R,10,2250215
Social Studies,749,Sociology,R,12,2230192
Social Studies,749,Sociology,R,12,4230220
Social Studies,749,Sociology,E,10,2250226
Social Studies,749,Sociology,E,11,2240248
Social Studies,749,Sociology,R,10,2250241
Social Studies,749,Sociology,E,12,2231018
Social Studies,749,Sociology,E,10,2250258
Social Studies,749,Sociology,E,10,2250249
Social Studies,749,Sociology,R,11,4240058
Social Studies,749,Sociology,R,10,4250999
Social Studies,749,Sociology,R,11,2240289
Social Studies,749,Sociology,R,12,2230264
Social Studies,749,Sociology,R,10,2250289
Social Studies,749,Sociology,R,12,2230242
Social Studies,749,Sociology,R,12,2230283
Social Studies,749,Sociology,R,11,2240316
Social Studies,749,Sociology,R,11,2241121
Social Studies,749,Sociology,R,12,2230291
Social Studies,749,Sociology,R,10,2250324
Social Studies,749,Sociology,R,12,2230978
Social Studies,749,Sociology,R,10,2251033
Social Studies,749,Sociology,R,12,2230310
Social Studies,749,Sociology,R,12,2230321
Social Studies,749,Sociology,E,11,2240355
Social Studies,749,Sociology,R,11,2240335
Social Studies,749,Sociology,R,10,2250960
Social Studies,749,Sociology,E,12,2230359
Social Studies,749,Sociology,R,12,2230914
Social Studies,749,Sociology,R,12,2230363
Social Studies,749,Sociology,R,10,4250198
Social Studies,749,Sociology,R,10,2250380
Social Studies,749,Sociology,E,10,2251004
Social Studies,749,Sociology,R,12,2230392
Social Studies,749,Sociology,R,12,2231095
Social Studies,749,Sociology,R,12,2230410
Social Studies,749,Sociology,R,12,2230430
Social Studies,749,Sociology,R,11,2240445
Social Studies,749,Sociology,E,10,2251024
Social Studies,749,Sociology,R,11,2240449
Social Studies,749,Sociology,R,10,2250443
Social Studies,749,Sociology,R,12,2230460
Social Studies,749,Sociology,R,10,2250459
Social Studies,749,Sociology,R,12,2220445
Social Studies,749,Sociology,R,12,2230488
Social Studies,749,Sociology,R,10,2250486
Social Studies,749,Sociology,R,10,2251018
Social Studies,749,Sociology,R,12,2230512
Social Studies,749,Sociology,R,12,2230524
Social Studies,749,Sociology,R,9,2250513
Social Studies,749,Sociology,R,12,2230553
Social Studies,749,Sociology,R,10,2250544
Social Studies,749,Sociology,R,12,2230572
Social Studies,749,Sociology,R,12,2230576
Social Studies,749,Sociology,R,10,2250549
Social Studies,749,Sociology,R,12,2230593
Social Studies,749,Sociology,R,12,2241049
Social Studies,749,Sociology,R,10,2250575
Social Studies,749,Sociology,R,12,2230610
Social Studies,749,Sociology,R,12,2230622
Social Studies,749,Sociology,R,10,2250596
Social Studies,749,Sociology,R,11,2240625
Social Studies,749,Sociology,R,11,2240661
Social Studies,749,Sociology,R,12,2230313
Social Studies,749,Sociology,R,11,2240677
Social Studies,749,Sociology,R,12,2230686
Social Studies,749,Sociology,R,10,2250956
Social Studies,749,Sociology,R,11,2240738
Social Studies,749,Sociology,R,11,2240743
Social Studies,749,Sociology,R,12,2230722
Social Studies,749,Sociology,R,10,2250748
Social Studies,749,Sociology,R,10,4250748
Social Studies,749,Sociology,R,12,2230739
Social Studies,749,Sociology,E,12,2230741
Social Studies,749,Sociology,R,10,2251150
Social Studies,749,Sociology,R,10,2250774
Social Studies,749,Sociology,R,10,2250794
Social Studies,749,Sociology,R,12,4230840
Social Studies,749,Sociology,E,10,2250811
Social Studies,749,Sociology,R,10,2250834
Social Studies,749,Sociology,R,10,2250839
Social Studies,749,Sociology,R,12,2230829
Social Studies,749,Sociology,R,11,2240842
Social Studies,749,Sociology,R,11,2240844
Social Studies,749,Sociology,R,10,2250865
Social Studies,749,Sociology,R,10,2250872
Social Studies,749,Sociology,R,11,2240859
Social Studies,752,American Government,R,12,2231026
Social Studies,752,American Government,R,12,2230021
Social Studies,752,American Government,R,12,2230022
Social Studies,752,American Government,R,12,2230025
Social Studies,752,American Government,R,12,2230028
Social Studies,752,American Government,R,12,2230029
Social Studies,752,American Government,R,12,2230030
Social Studies,752,American Government,E,12,2230031
Social Studies,752,American Government,R,12,2230035
Social Studies,752,American Government,R,12,2230037
Social Studies,752,American Government,R,12,2230038
Social Studies,752,American Government,R,12,4230057
Social Studies,752,American Government,E,12,2230040
Social Studies,752,American Government,R,12,2230041
Social Studies,752,American Government,R,12,2231086
Social Studies,752,American Government,R,12,2230042
Social Studies,752,American Government,R,12,2230043
Social Studies,752,American Government,R,12,2231021
Social Studies,752,American Government,R,12,2230044
Social Studies,752,American Government,R,12,2230046
Social Studies,752,American Government,R,12,2230045
Social Studies,752,American Government,R,12,2230049
Social Studies,752,American Government,R,12,4230066
Social Studies,752,American Government,R,12,4230068
Social Studies,752,American Government,E,12,2230055
Social Studies,752,American Government,R,12,2230056
Social Studies,752,American Government,R,12,2230963
Social Studies,752,American Government,R,12,2230058
Social Studies,752,American Government,R,12,2230891
Social Studies,752,American Government,R,12,2230938
Social Studies,752,American Government,E,12,2230061
Social Studies,752,American Government,R,12,2230062
Social Studies,752,American Government,R,12,2230066
Social Studies,752,American Government,R,12,2230065
Social Studies,752,American Government,R,12,2230072
Social Studies,752,American Government,R,12,2230073
Social Studies,752,American Government,R,12,2230074
Social Studies,752,American Government,R,12,2230075
Social Studies,752,American Government,R,12,2230077
Social Studies,752,American Government,R,12,2230078
Social Studies,752,American Government,R,12,2230079
Social Studies,752,American Government,R,12,2230081
Social Studies,752,American Government,R,12,2230082
Social Studies,752,American Government,R,12,2230087
Social Studies,752,American Government,R,12,2230088
Social Studies,752,American Government,R,12,2230925
Social Studies,752,American Government,E,12,2230091
Social Studies,752,American Government,R,12,2230092
Social Studies,752,American Government,R,12,2230094
Social Studies,752,American Government,R,12,4230110
Social Studies,752,American Government,E,11,2240113
Social Studies,752,American Government,R,12,2230099
Social Studies,752,American Government,R,12,2230100
Social Studies,752,American Government,R,12,2230102
Social Studies,752,American Government,R,12,2230893
Social Studies,752,American Government,R,12,2230103
Social Studies,752,American Government,R,12,2230108
Social Studies,752,American Government,R,12,2230109
Social Studies,752,American Government,R,12,2230111
Social Studies,752,American Government,R,12,2230002
Social Studies,752,American Government,R,12,2230113
Social Studies,752,American Government,R,12,2230114
Social Studies,752,American Government,R,12,2230115
Social Studies,752,American Government,R,12,2230117
Social Studies,752,American Government,R,12,2230119
Social Studies,752,American Government,E,11,2241089
Social Studies,752,American Government,R,12,2230121
Social Studies,752,American Government,R,12,2230124
Social Studies,752,American Government,R,12,2230125
Social Studies,752,American Government,R,12,2230130
Social Studies,752,American Government,R,12,2230131
Social Studies,752,American Government,R,12,2230132
Social Studies,752,American Government,R,12,2230133
Social Studies,752,American Government,R,12,2231055
Social Studies,752,American Government,R,12,2230134
Social Studies,752,American Government,R,12,2230135
Social Studies,752,American Government,R,12,2230136
Social Studies,752,American Government,R,12,2230138
